Name,Acceptance Criteria,Assignee,Blocked By,Children,GitHub Issue,GitHub PR,Level,Objective,Parent,Phase,Priority,Related Tasks,Source,Status,Subtype,Type
Track 1 제출 폼 최종 검증·제출,필수 신청자 정보가 채워진다; 게임 제목/소개/링크/썸네일이 포함된다; 제출 직전 링크를 재확인한다.,,"게임 소개 200자 이내 작성 (https://app.notion.com/p/200-3c712168d52181f5b44fe423e3e5c93c?pvs=21), 게임 썸네일 16:9 제작 (https://app.notion.com/p/16-9-3c712168d5218162a49bdb7077c91ba1?pvs=21), 플레이 링크·조작법 제출 정보 정리 (https://app.notion.com/p/3c712168d521817ea285fc9b24569401?pvs=21), 제출 직전 회귀 테스트 실행 (https://app.notion.com/p/3c712168d5218113a58ee2b810ffc0c7?pvs=21)",,,,Task,2026-08-26 마감 전 필수 항목을 누락 없이 제출한다.,"필수 제출물 준비 (https://app.notion.com/p/3c712168d52181c9b347eefd3c872ac8?pvs=21), SUPPORT-04 · 필수 제출 병행 (https://app.notion.com/p/SUPPORT-04-3c812168d521810cb799d72b0ffe9d96?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Blocked,Submission Form,Submission
입력 성공·실패 SFX 제작·연결,성공과 실패 소리가 구분된다; 연속 입력을 방해하지 않는 길이다; 무음에서도 동일 정보가 시각적으로 남는다.,,,,,,Task,성공/실패 입력을 짧은 소리로 구분한다.,"전투 VFX·SFX (https://app.notion.com/p/VFX-SFX-3c712168d5218194a8a8f5264c97a458?pvs=21), LATER-05 · 접근성·연출 폴리시 (https://app.notion.com/p/LATER-05-3c812168d521815c883df6b31fb2af9a?pvs=21)",,P2,,https://app.notion.com/p/3c612168d52181e2a63be89e64e6ed09,Backlog,Audio,Audio
스킬 성공 VFX 구현,입력 성공 직후 발생한다; 타격 VFX와 구분된다; 최소 한 종류 이상의 스킬에서 적용된다.,,,,,,Task,커맨드 성공 직후 스킬이 실제 시작됐음을 즉시 보여준다.,"전투 VFX·SFX (https://app.notion.com/p/VFX-SFX-3c712168d5218194a8a8f5264c97a458?pvs=21), LATER-05 · 접근성·연출 폴리시 (https://app.notion.com/p/LATER-05-3c812168d521815c883df6b31fb2af9a?pvs=21)",,P2,,https://app.notion.com/p/3c612168d52181e2a63be89e64e6ed09,Backlog,VFX,Assets
커맨드 입력창 위치 결정,1920×1080 기준 위치를 확정한다; 1280×720 하한에서도 핵심 정보와 충돌하지 않는다.,,,,,,Task,전투 정보 우선순위에 맞는 입력창 배치를 확정한다.,"UI 미정 사항 결정 (https://app.notion.com/p/UI-3c712168d521810eb3a9f1f2e29687a5?pvs=21), SUPPORT-05 · 코어 UI 결정 (https://app.notion.com/p/SUPPORT-05-UI-3c812168d521815cb5ebf82344cada57?pvs=21)",,P1,,https://app.notion.com/p/3c612168d52181e2a63be89e64e6ed09,Backlog,Needs Decision,Game Design
FE-02 · 커맨드 입력 HUD 구현,현재 커맨드를 항상 표시한다; 입력 진행과 오입력을 즉시 구분한다; 성공 시 스킬 시작 피드백이 나타난다.,김예찬,,,https://github.com/KenWR/typing-roguelike/issues/33,https://github.com/KenWR/typing-roguelike/pull/34,Task,현재 커맨드와 입력 성공/실패 상태를 전투 중 가장 먼저 읽히게 표시한다.,전투 HUD (https://app.notion.com/p/HUD-3c712168d521818fb208c1a7aafbeb42?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Combat UI,Frontend / UI
적 공격·방어 통합 테스트 작성,게이지 완료 후 후딜을 거쳐 타격한다; 유효 방어는 피해를 줄인다; 중첩 타임라인에서도 순서가 맞다.,,"적 공격 타격 시점 처리 (https://app.notion.com/p/3c712168d521814cbcf8db9bc7710f94?pvs=21), 방어 유효 구간 판정 구현 (https://app.notion.com/p/3c712168d5218123b5e0dc70bbb5bd9b?pvs=21)",,,,Task,적 선딜→후딜→타격과 방어 입력 판정을 검증한다.,핵심 루프 통합 QA (https://app.notion.com/p/QA-3c712168d521818b9f3ac9f3140fc178?pvs=21),,P0,,https://app.notion.com/p/3c612168d52181679b5cede8cc1d5187,Ready,Integration Test,QA
접근성 MVP 범위 결정,MVP에 포함할 옵션을 나열한다; 구현 제외 항목을 후속으로 분리한다.,,,,,,Task,글자 크기·비색상 정보·무음 플레이 등 초기 지원 범위를 확정한다.,"UI 미정 사항 결정 (https://app.notion.com/p/UI-3c712168d521810eb3a9f1f2e29687a5?pvs=21), LATER-05 · 접근성·연출 폴리시 (https://app.notion.com/p/LATER-05-3c812168d521815c883df6b31fb2af9a?pvs=21)",,P3,,https://app.notion.com/p/3c612168d52181e2a63be89e64e6ed09,Backlog,Needs Decision,Game Design
게임 소개 200자 이내 작성,200자 이내다; 타자+실시간 전투 핵심이 포함된다; 실제 구현 범위를 과장하지 않는다.,,,,,,Task,심사자가 코어 플레이와 차별점을 즉시 이해할 소개 문구를 준비한다.,"필수 제출물 준비 (https://app.notion.com/p/3c712168d52181c9b347eefd3c872ac8?pvs=21), SUPPORT-04 · 필수 제출 병행 (https://app.notion.com/p/SUPPORT-04-3c812168d521810cb799d72b0ffe9d96?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Submission Form,Submission
외부 호스팅 배포 구성,HTTPS 공개 URL이 생성된다; 별도 승인 없이 접속 가능하다; 새 빌드 배포 절차가 재현 가능하다.,,프로덕션 웹 빌드 구성 (https://app.notion.com/p/3c712168d5218153a4d4e6b7d425ff9a?pvs=21),,,,Task,심사위원이 접근 가능한 공개 URL에 빌드를 배포한다.,"웹 빌드·호스팅 (https://app.notion.com/p/3c712168d52181d4b1bdf38d1bb38d3a?pvs=21), SUPPORT-01 · 실행·배포·브라우저 검증 (https://app.notion.com/p/SUPPORT-01-3c812168d521810fba48ffbbd1f927a4?pvs=21)",,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Hosting,Deploy
3분 이내 데모 영상 제작,3분 이내다; 실제 플레이 장면을 포함한다; 코어 루프와 Codex 활용 맥락을 전달한다.,,,,,,Task,선택 제출용으로 실제 플레이와 핵심 기능을 짧게 보여준다.,"선택 제출·발표 자료 (https://app.notion.com/p/3c712168d52181708a4af5e17262ce78?pvs=21), LATER-06 · 선택 제출·발표 (https://app.notion.com/p/LATER-06-3c812168d52181b6930ad98a0e55de75?pvs=21)",,P2,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Backlog,Demo,Submission
FE-00 · Phaser 화면 및 에셋 기반 구축,Canvas가 viewport 전체를 채운다; resize 후 Canvas와 입력 좌표가 viewport와 일치한다; BootScene에서 CombatFoundationScene으로 전환된다; 배경·월드·UI 레이어가 분리된다; 에셋 실패 시 플레이스홀더가 제공된다; typecheck와 build가 통과한다.,김예찬,,,,,Task,"FE-01이 전체 화면 Canvas, 반응형 레이아웃, Scene 및 에셋 로딩 기반 위에서 시작되도록 한다.",전투 HUD (https://app.notion.com/p/HUD-3c712168d521818fb208c1a7aafbeb42?pvs=21),Phase 0 — Frontend Foundation,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Combat UI,Frontend / UI
CORE · MVP 코어 루프,앱 실행 → 시작·설정 → 로비 → 런 시작 → 맵 → 전투·상점·휴식 → 보스 → 클리어 또는 사망 정산 → 로비 복귀가 연결된다. 맵은 전투·상점·휴식 Scene과 분리된다. 튜토리얼과 가챠는 이 Epic 범위에서 제외한다.,,,,,,Epic,앱 실행부터 런 정산 후 로비 복귀까지 플레이 가능한 MVP 코어 사이클을 순서대로 완성한다.,,Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Run,Gameplay
CORE-06 · 상점 노드,상점 노드 선택 시 Shop Scene으로 이동한다. 구매 결과가 RunState에 반영된다. 나가기 완료 시 노드를 cleared 처리하고 맵으로 복귀한다.,,,,,,Feature,맵에서 독립된 Shop Scene에 진입해 구매 후 런을 계속한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Economy,Gameplay
CORE-10 · 전체 흐름 검증,클리어 경로와 사망 경로를 각각 재현한다. 맵 노드 선택 제한과 중복 클릭 잠금을 확인한다. 전투·상점·휴식 완료 후 맵 복귀와 다음 노드 해금을 확인한다.,,,,,,Feature,새 실행부터 런 종료와 로비 복귀까지 코어 루프를 통합 검증한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Integration Test,QA
CORE-03 · 런 시작,런 시작 시 RunState가 초기화된다. 첫 맵과 시작 가능한 노드가 정해진다. 전투 Scene으로 직접 진입하지 않고 Map Scene으로 이동한다.,,,,,,Feature,로비에서 새 RunState를 만들고 첫 맵에 진입한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Run,Gameplay
CORE-05 · 전투 노드,맵의 전투 노드가 Combat Scene을 연다. 승리 시 해당 노드를 cleared 처리하고 맵으로 복귀한다. 패배 시 런을 종료하고 사망 정산으로 이동한다.,,,,,,Feature,일반·엘리트 전투 노드를 실행하고 승패에 따라 런 흐름으로 복귀한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Combat,Gameplay
CORE-02 · 로비,로비에서 새 런을 시작할 수 있다. 정산 완료 후 동일한 로비 상태로 복귀한다. 튜토리얼·가챠 진입은 이번 범위에서 제외한다.,,,,,,Feature,런 전후의 기준 화면인 로비를 제공한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Menu,Frontend / UI
CORE-01 · 앱 실행·시작·설정,초기 실행 시 시작 화면이 표시된다. 설정을 열고 닫거나 값을 변경할 수 있다. 시작 동작으로 로비 Scene에 진입한다.,,,,,,Feature,사용자가 앱을 실행해 시작 화면과 기본 설정을 확인하고 로비로 진입할 수 있게 한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Menu,Frontend / UI
CORE-08 · 보스·클리어,보스 노드는 이전 필수 경로를 완료해야 선택 가능하다. 보스 승리 시 런 상태가 cleared로 전환되어 클리어 정산으로 이동한다. 패배 시 사망 정산으로 이동한다.,,,,,,Feature,보스 노드를 전투로 연결하고 승리 시 런 클리어로 전환한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Boss,Gameplay
CORE-04 · 맵·노드 진행,노드는 locked·available·in_progress·cleared 상태를 가진다. 연결된 available 노드만 클릭 가능하다. 선택 즉시 중복 입력을 잠그고 타입별 Scene으로 이동한다. 완료 후 맵으로 돌아와 클리어 표시와 다음 노드를 갱신한다.,,,,,,Feature,분리된 Map Scene에서 연결된 노드를 하나씩 선택하고 진행 상태를 관리한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Run,Gameplay
CORE-09 · 정산·로비 복귀,클리어·사망 결과가 구분되어 표시된다. 획득 보상과 런 결과가 정산된다. 확인 후 임시 런 상태를 종료하고 로비로 복귀한다.,,,,,,Feature,클리어와 사망 결과를 정산하고 런을 종료한 뒤 로비로 복귀한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Result,Gameplay
CORE-07 · 휴식 노드,휴식 노드 선택 시 Rest Scene으로 이동한다. 선택 결과가 RunState에 반영된다. 완료 시 노드를 cleared 처리하고 맵으로 복귀한다.,,,,,,Feature,맵에서 독립된 Rest Scene에 진입해 회복 또는 휴식 행동 후 런을 계속한다.,CORE · MVP 코어 루프 (https://app.notion.com/p/CORE-MVP-3c812168d52181aa92fec0ca9df68e2d?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Ready,Run,Gameplay
CORE-01-01 · 시작·설정→로비 Scene 흐름 구현,앱 실행 시 시작 화면이 보인다. 설정 화면을 열고 닫으며 값을 반영할 수 있다. 게임 시작을 누르면 로비 Scene으로 전환된다.,,,,https://github.com/KenWR/typing-roguelike/issues/62,https://github.com/KenWR/typing-roguelike/pull/63,Task,앱 최초 화면에서 시작과 설정을 사용할 수 있고 로비로 진입하는 Scene 흐름을 구현한다.,CORE-01 · 앱 실행·시작·설정 (https://app.notion.com/p/CORE-01-3c812168d5218153b303db38c4a8ae81?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Menu,Frontend / UI
CORE-06-01 · 상점 Scene 및 맵 복귀 구현,상점 노드가 Shop Scene을 연다. 구매 또는 나가기 결과가 RunState에 반영된다. 완료 시 노드가 cleared 처리되고 Map Scene으로 복귀한다.,,,,https://github.com/KenWR/typing-roguelike/issues/98,https://github.com/KenWR/typing-roguelike/pull/99,Task,상점 노드에서 Shop Scene을 열고 구매 결과를 반영한 뒤 맵으로 복귀한다.,CORE-06 · 상점 노드 (https://app.notion.com/p/CORE-06-3c812168d521811680c4f05227be39ee?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Economy,Gameplay
CORE-09-01 · 정산 완료→로비 복귀 구현,정산 확인 전에는 런 결과가 유지된다. 확인 시 임시 런 상태가 종료된다. 로비 Scene으로 복귀하며 새 런을 다시 시작할 수 있다.,,,,https://github.com/KenWR/typing-roguelike/issues/93,https://github.com/KenWR/typing-roguelike/pull/94,Task,클리어 또는 사망 정산을 확정한 뒤 런을 종료하고 로비로 복귀한다.,CORE-09 · 정산·로비 복귀 (https://app.notion.com/p/CORE-09-3c812168d52181a2a682f25ae320558e?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Result,Gameplay
CORE-07-01 · 휴식 Scene 및 맵 복귀 구현,휴식 노드가 Rest Scene을 연다. 회복 또는 휴식 결과가 RunState에 반영된다. 완료 시 노드가 cleared 처리되고 Map Scene으로 복귀한다.,,,,https://github.com/KenWR/typing-roguelike/issues/100,https://github.com/KenWR/typing-roguelike/pull/101,Task,휴식 노드에서 Rest Scene을 열고 선택 결과를 반영한 뒤 맵으로 복귀한다.,CORE-07 · 휴식 노드 (https://app.notion.com/p/CORE-07-3c812168d52181f2a3b6e8df87c6c6dd?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Run,Gameplay
CORE-02-01 · 로비→런 시작 연결 구현,로비에 런 시작 동작이 있다. 중복 실행이 잠긴다. 실행 시 새 런 초기화가 호출되고 CORE-03 흐름으로 전환된다.,,,,https://github.com/KenWR/typing-roguelike/issues/64,https://github.com/KenWR/typing-roguelike/pull/66,Task,로비에서 새 런 시작을 요청하고 런 초기화 흐름으로 넘긴다.,CORE-02 · 로비 (https://app.notion.com/p/CORE-02-3c812168d5218140b016d680ca894319?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Run,Gameplay
CORE-08-01 · 보스 노드→클리어 정산 연결 구현,해금된 보스 노드만 선택할 수 있다. 승리 시 RunState가 cleared가 되고 클리어 정산으로 이동한다. 패배 시 사망 정산으로 이동한다.,,,,https://github.com/KenWR/typing-roguelike/issues/103,https://github.com/KenWR/typing-roguelike/pull/105,Task,보스 노드를 Combat Scene에 연결하고 승패에 따라 클리어 또는 사망 정산으로 분기한다.,CORE-08 · 보스·클리어 (https://app.notion.com/p/CORE-08-3c812168d5218157a131f479afae37dd?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Boss,Gameplay
SUPPORT · 코어 선행·병행 작업,빌드·배포·필수 에셋·장비 기반·코어 UI 결정·필수 제출 작업이 하위 Feature로 분류된다. 기존 부모 관계와 상태는 유지된다.,,,,,,Epic,MVP 코어 루프를 구현·검증·배포하는 동안 먼저 또는 병행해야 하는 작업을 한곳에 모은다.,,,P0,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Run,Gameplay
LATER · 코어 이후 확장,튜토리얼·가챠·멀티플레이가 별도 Feature로 분리된다. 유물·확장 보상·연출·선택 제출 작업이 코어 구현 순서와 섞이지 않는다.,,,,,,Epic,코어 루프가 연결된 뒤 진행할 튜토리얼·가챠·멀티플레이와 확장·폴리시 작업을 분리한다.,,Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Progression,Gameplay
SUPPORT-04 · 필수 제출 병행,필수 로그·소개·썸네일·플레이 링크·최종 제출 카드가 연결된다.,,,,,,Feature,코어 구현과 병행해야 하는 필수 기록·소개·제출물을 준비한다.,SUPPORT · 코어 선행·병행 작업 (https://app.notion.com/p/SUPPORT-3c812168d5218148b417ea71a976ef21?pvs=21),,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Submission Form,Submission
SUPPORT-01 · 실행·배포·브라우저 검증,프로덕션 빌드·호스팅·브라우저·회귀 검증 카드가 연결된다.,,,,,,Feature,코어 빌드를 브라우저에서 재현하고 외부 접근 가능한 상태로 만든다.,SUPPORT · 코어 선행·병행 작업 (https://app.notion.com/p/SUPPORT-3c812168d5218148b417ea71a976ef21?pvs=21),,P0,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Ready,Production,Deploy
LATER-01 · 튜토리얼,튜토리얼은 코어 Scene 흐름과 분리되며 완료 후 정상 로비 또는 런 흐름으로 합류한다.,,,,,,Feature,완성된 코어 루프를 처음 접하는 사용자를 위한 온보딩 흐름을 추가한다.,LATER · 코어 이후 확장 (https://app.notion.com/p/LATER-3c812168d52181d9a402ede88f132749?pvs=21),Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Run,Gameplay
LATER-04 · 유물·보상·콤보 확장,유물·확장 드롭·중복 방지·콤보 카드가 연결된다.,,,,,,Feature,코어 전투와 보상 위에 추가 빌드 다양성과 반복 플레이 요소를 얹는다.,LATER · 코어 이후 확장 (https://app.notion.com/p/LATER-3c812168d52181d9a402ede88f132749?pvs=21),Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Relic,Gameplay
LATER-05 · 접근성·연출 폴리시,접근성 결정과 선택적 VFX·SFX 카드가 연결된다.,,,,,,Feature,코어 기능 완성 후 접근성 범위와 시청각 피드백을 강화한다.,LATER · 코어 이후 확장 (https://app.notion.com/p/LATER-3c812168d52181d9a402ede88f132749?pvs=21),Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,VFX,Assets
SUPPORT-05 · 코어 UI 결정,공격 타이밍 표현과 커맨드 입력 위치 결정 카드가 연결된다.,,,,,,Feature,코어 화면 구현을 막을 수 있는 UI 결정을 먼저 확정한다.,SUPPORT · 코어 선행·병행 작업 (https://app.notion.com/p/SUPPORT-3c812168d5218148b417ea71a976ef21?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Needs Decision,Game Design
LATER-02 · 가챠,가챠 결과가 장비 상태에 반영되며 코어 런 시작을 막지 않는다.,,,,,,Feature,코어 루프 이후 가챠 획득·장착 흐름을 추가한다.,LATER · 코어 이후 확장 (https://app.notion.com/p/LATER-3c812168d52181d9a402ede88f132749?pvs=21),Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Reward,Gameplay
LATER-06 · 선택 제출·발표,데모 영상과 피치 카드가 필수 코어·제출 작업과 분리된다.,,,,,,Feature,필수 제출 이후 선택 영상과 발표 자료를 준비한다.,LATER · 코어 이후 확장 (https://app.notion.com/p/LATER-3c812168d52181d9a402ede88f132749?pvs=21),Phase 5 — Post-MVP,P3,,https://app.notion.com/p/3c712168d52181c89c82f835c7ce8a6b,Backlog,Presentation,Submission
SUPPORT-02 · 코어 콘텐츠·필수 에셋,플레이어·일반 적·엘리트·보스의 최소 에셋 카드가 연결된다.,,,,,,Feature,코어 전투와 보스 흐름을 판독 가능한 최소 에셋으로 지원한다.,SUPPORT · 코어 선행·병행 작업 (https://app.notion.com/p/SUPPORT-3c812168d5218148b417ea71a976ef21?pvs=21),,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Character,Assets
SUPPORT-03 · 장비 기반,장비 모델·4슬롯·사용 가능 스킬 구성 카드가 연결된다.,,,,,,Feature,보상·상점·전투에서 사용할 최소 장비 데이터와 장착 상태를 준비한다.,SUPPORT · 코어 선행·병행 작업 (https://app.notion.com/p/SUPPORT-3c812168d5218148b417ea71a976ef21?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Ready,Equipment,Gameplay
LATER-03 · 멀티플레이,멀티플레이 범위·권위 모델·세션 방식이 결정되기 전에는 코어 구현에 의존성을 만들지 않는다.,,,,,,Feature,멀티플레이의 제품 범위와 동기화 방식을 별도 확장으로 정의한다.,LATER · 코어 이후 확장 (https://app.notion.com/p/LATER-3c812168d52181d9a402ede88f132749?pvs=21),Phase 5 — Post-MVP,P3,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Multiplayer,Backend
LATER-01-01 · 튜토리얼 진입·완료 흐름 구현,튜토리얼 시작 조건과 완료 상태를 저장한다. 코어 Scene을 복제하지 않고 안내만 덧붙인다. 완료 또는 재진입 시 정상 로비·런 흐름을 막지 않는다.,,,,,,Task,최초 사용자에게 코어 조작을 안내하고 완료 후 정상 게임 흐름으로 합류시킨다.,LATER-01 · 튜토리얼 (https://app.notion.com/p/LATER-01-3c812168d521814eb057d74f6f45eb76?pvs=21),Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Run,Gameplay
LATER-02-01 · 무료 가챠→장비 장착 흐름 구현,무료 가챠 결과가 생성된다. 획득 장비가 보유 상태에 반영된다. 필요한 장착 선택을 완료한 뒤 로비 또는 런 시작 흐름으로 복귀한다.,,,,,,Task,무료 가챠 결과를 장비 획득과 장착 흐름으로 연결한다.,LATER-02 · 가챠 (https://app.notion.com/p/LATER-02-3c812168d521816f893ee469de3845ab?pvs=21),Phase 5 — Post-MVP,P2,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Reward,Gameplay
LATER-03-01 · 멀티플레이 범위·권위 모델 결정,협동·경쟁·비동기 중 제품 범위를 고른다. 서버·클라이언트 권위와 동기화 대상을 정의한다. 코어 싱글플레이 구조에 필요한 변경 범위를 기록한다.,,,,,,Task,멀티플레이 구현 전에 플레이 형태와 상태 권위·동기화 경계를 결정한다.,LATER-03 · 멀티플레이 (https://app.notion.com/p/LATER-03-3c812168d52181eb9b34c58e28ec86db?pvs=21),Phase 5 — Post-MVP,P3,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Backlog,Needs Decision,Game Design
CORE-01-03 · 설정 상태 저장·시스템 적용 구현,지원하는 음량·화면 흔들림·커맨드 언어 설정이 저장된다. 새로고침 후 복원된다. 변경 사항이 오디오·연출·입력 표시에 즉시 반영된다.,,,,https://github.com/KenWR/typing-roguelike/issues/115,https://github.com/KenWR/typing-roguelike/pull/120,Task,시작·일시정지 화면의 설정을 저장하고 실제 게임 시스템에 적용한다.,CORE-01 · 앱 실행·시작·설정 (https://app.notion.com/p/CORE-01-3c812168d5218153b303db38c4a8ae81?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Menu,Frontend / UI
CORE-05-02 · 맵 노드→전투 Encounter 초기화 구현,일반·엘리트·보스 노드가 올바른 encounter와 enemy를 선택한다. RunState의 HP·장비·사용 가능 스킬이 전투 초기 상태에 반영된다. reward policy가 전달된다. 잘못된 encounter는 맵으로 안전하게 복구된다.,,,,https://github.com/KenWR/typing-roguelike/issues/78,https://github.com/KenWR/typing-roguelike/pull/79,Task,선택한 전투 노드의 타입과 콘텐츠로 Combat Scene 및 CombatState를 초기화한다.,CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Encounter,Gameplay
CORE-08-02 · 최종층 보스 강제 진입 규칙 구현,필수 이전 경로를 완료해야 보스 노드가 available이 된다. 최종 진행에서 비보스 노드로 클리어를 우회할 수 없다. 보스 승리만 RunState를 cleared로 전환한다.,승수 정,,,,,Task,최종 진행 구간에서 보스를 우회하지 못하고 승리해야 런을 클리어하도록 강제한다.,CORE-08 · 보스·클리어 (https://app.notion.com/p/CORE-08-3c812168d5218157a131f479afae37dd?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,In Progress,Boss,Gameplay
CORE-05-04 · 포커스 이탈·일시정지 처리,탭 숨김·창 포커스 이탈·일시정지 메뉴에서 전투 시간·AP·적 공격 타임라인이 함께 멈춘다. 명시적 재개 후 동일 시점에서 계속된다. Scene 종료 시 관련 리스너가 제거된다.,,,,https://github.com/KenWR/typing-roguelike/issues/126,https://github.com/KenWR/typing-roguelike/pull/127,Task,브라우저 포커스 이탈과 설정 화면에서 실시간 전투가 진행되지 않게 한다.,CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21),Phase 1 — Frontend Core,P1,,https://app.notion.com/p/3c612168d52181828d2ce0c44d764708,Done,Combat,Gameplay
CORE-05-03 · 보상 선택→장비 장착·RunState 반영 구현,선택 장비가 RunState inventory에 추가된다. 빈 슬롯 장착 또는 기존 장비 교체를 완료할 수 있다. 장착 후 사용 가능 스킬이 즉시 갱신된다. 확정 결과는 한 번만 적용되고 Map Scene으로 복귀한다.,,,,https://github.com/KenWR/typing-roguelike/issues/80,https://github.com/KenWR/typing-roguelike/pull/85,Task,전투 보상 장비 선택을 장착·교체와 런 상태·스킬 구성 갱신까지 연결한다.,CORE-05 · 전투 노드 (https://app.notion.com/p/CORE-05-3c812168d5218139bac8e6f86512a209?pvs=21),Phase 1 — Frontend Core,P0,,https://app.notion.com/p/3c612168d5218199a030d9acdd6e99a1,Done,Equipment,Gameplay
